,fold,decision_tree_exclusion_x,svm_exclusion_x,group,decision_tree_exclusion_y,svm_exclusion_y,decision_tree_exclusion_x,svm_exclusion_x,decision_tree_exclusion_y,svm_exclusion_y,decision_tree_exclusion,svm_exclusion
27,Fold-2,0.765306122449,0.510204081633,ontologies.csv,0.785714285714,0.102040816327,0.6122448979590001,0.663265306122,0.6122448979590001,0.8877551020409999,0.7959183673469999,0.8163265306119999
28,Fold-3,0.8163265306119999,0.775510204082,ontologies.csv,0.775510204082,0.6836734693880001,0.714285714286,0.734693877551,0.714285714286,0.908163265306,0.8163265306119999,0.8367346938779999
29,Fold-4,0.60824742268,0.5567010309279999,ontologies.csv,0.690721649485,0.567010309278,0.577319587629,0.60824742268,0.577319587629,0.865979381443,0.7113402061859999,0.814432989691
30,Fold-0,0.0,0.375,slr.csv,0.0,0.375,0.0,0.375,0.0,0.375,0.0,0.375
31,Fold-1,0.0,0.375,slr.csv,0.0,0.375,0.0,0.375,0.0,0.375,0.0,0.375
32,Fold-2,0.0,0.375,slr.csv,0.0,0.375,0.0,0.375,0.0,0.375,0.0,0.375
33,Fold-3,0.0,0.428571428571,slr.csv,0.0,0.428571428571,0.0,0.428571428571,0.0,0.0,0.0,0.0
34,Fold-4,0.0,0.0,slr.csv,0.0,0.166666666667,0.0,0.33333333333299997,0.0,0.0,0.0,0.33333333333299997
35,Fold-0,0.19642857142900003,0.0,xbi.csv,0.678571428571,0.375,0.678571428571,0.33928571428599996,0.75,0.5,0.785714285714,0.839285714286
36,Fold-1,0.160714285714,0.0,xbi.csv,0.678571428571,0.482142857143,0.678571428571,0.303571428571,0.75,0.589285714286,0.75,0.821428571429
37,Fold-2,0.12727272727299999,0.0,xbi.csv,0.654545454545,0.436363636364,0.654545454545,0.363636363636,0.7090909090909999,0.490909090909,0.7090909090909999,0.8181818181820001
38,Fold-3,0.8,0.7818181818179999,xbi.csv,0.8181818181820001,0.8181818181820001,0.8181818181820001,0.8181818181820001,0.8181818181820001,0.8181818181820001,0.8181818181820001,0.8181818181820001
39,Fold-4,0.12962962963,0.0,xbi.csv,0.666666666667,0.5,0.666666666667,0.407407407407,0.740740740741,0.462962962963,0.7962962962960001,0.833333333333
