,fold,decision_tree_fscore_x,svm_fscore_x,group,decision_tree_fscore_y,svm_fscore_y,decision_tree_fscore_x,svm_fscore_x,decision_tree_fscore_y,svm_fscore_y,decision_tree_fscore,svm_fscore
27,Fold-2,0.7385670731707317,0.5468684321143337,ontologies.csv,0.763855421686747,0.7336956521739131,0.77741069584968,0.7958333333333334,0.77741069584968,0.7692307692307692,0.77741069584968,0.7116435477091214
28,Fold-3,0.806706114398422,0.8461538461538461,ontologies.csv,0.7509286412512219,0.8461538461538461,0.806706114398422,0.9319444444444444,0.806706114398422,0.9677949392047324,0.806706114398422,0.8461538461538461
29,Fold-4,0.5928499059198147,0.6446886446886447,ontologies.csv,0.6400134952766532,0.6453971419076105,0.6589310829817159,0.8665015139003578,0.6589310829817159,0.8388168826852775,0.6589310829817159,0.8193668528864059
30,Fold-0,0.38461538461538464,0.8545454545454545,slr.csv,0.38461538461538464,0.8545454545454545,0.38461538461538464,1.0,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.8545454545454545
31,Fold-1,0.38461538461538464,1.0,slr.csv,0.38461538461538464,1.0,0.38461538461538464,1.0,0.38461538461538464,0.873015873015873,0.38461538461538464,1.0
32,Fold-2,0.38461538461538464,0.6666666666666666,slr.csv,0.38461538461538464,0.6666666666666666,0.38461538461538464,0.6666666666666666,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.6666666666666666
33,Fold-3,0.3636363636363637,0.8444444444444446,slr.csv,0.3636363636363637,0.8444444444444446,0.3636363636363637,1.0,0.3636363636363637,1.0,0.3636363636363637,1.0
34,Fold-4,0.4,0.4,slr.csv,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7777777777777778
35,Fold-0,0.9338061465721039,0.7824397824397824,xbi.csv,0.8782608695652174,0.7824397824397824,0.8782608695652174,0.7824397824397824,0.8303030303030303,0.7824397824397824,0.8782608695652174,0.7824397824397824
36,Fold-1,0.8676122931442081,0.7824397824397824,xbi.csv,0.7948717948717949,0.7824397824397824,0.7948717948717949,0.7824397824397824,0.7948717948717949,0.7824397824397824,0.7948717948717949,0.8133333333333334
37,Fold-2,0.7727272727272727,0.8363095238095237,xbi.csv,0.7526236881559221,0.8363095238095237,0.7526236881559221,0.8363095238095237,0.7868217054263565,0.8363095238095237,0.7526236881559221,0.8363095238095237
38,Fold-3,0.8537234042553192,0.8363095238095237,xbi.csv,0.8537234042553192,0.8363095238095237,0.8537234042553192,0.8363095238095237,0.8537234042553192,0.8363095238095237,0.8537234042553192,0.8363095238095237
39,Fold-4,0.8666666666666667,1.0,xbi.csv,0.8666666666666667,1.0,0.8666666666666667,1.0,0.7931034482758621,1.0,0.8666666666666667,0.90625
